id,symbol,name,usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,rank,coinGecko_link
xuez,xuez,Xuez Coin,0,68152,32729,17,2020/12/31,1778,https://www.coingecko.com/en/coins/xuez
joon,joon,JOON,0,67937,34,,2020/11/24,1779,https://www.coingecko.com/en/coins/joon
cash2,cash2,Cash2,0,67769,28,6,2020/12/31,1780,https://www.coingecko.com/en/coins/cash2
gexan,gex,Gexan,0,67626,0,,2020/12/27,1781,https://www.coingecko.com/en/coins/gexan
kanadecoin,kndc,KanadeCoin,0,67614,1,,2020/12/27,1782,https://www.coingecko.com/en/coins/kanadecoin
sether,seth,Sether,0,66022,0,,2020/12/10,1783,https://www.coingecko.com/en/coins/sether
almace-shards,almx,Almace Shards,6,65271,163,,2020/12/30,1784,https://www.coingecko.com/en/coins/almace-shards
allive,alv,Allive,0,64910,989,-14,2020/12/31,1785,https://www.coingecko.com/en/coins/allive
sbnb,sbnb,sBNB,38,64830,2298,0,2020/12/31,1786,https://www.coingecko.com/en/coins/sbnb
usdq,usdq,USDQ,1,64386,2595444,0,2020/12/31,1787,https://www.coingecko.com/en/coins/usdq
nyxcoin,nyx,NYXCoin,0,63857,0,6,2020/12/31,1788,https://www.coingecko.com/en/coins/nyxcoin
foodcoin,food,FoodCoin,0,63739,6,,2020/12/27,1789,https://www.coingecko.com/en/coins/foodcoin
social-lending-token,slt,Social Lending Token,0,63341,7,19,2020/12/31,1790,https://www.coingecko.com/en/coins/social-lending-token
farm-defi,pfarm,Farm Defi,6,63278,3327,-84,2020/12/31,1791,https://www.coingecko.com/en/coins/farm-defi
baguette-token,bgtt,Baguette Token,0,62850,631,2720,2020/12/31,1792,https://www.coingecko.com/en/coins/baguette-token
locicoin,loci,LOCIcoin,0,62717,73,,2020/11/26,1793,https://www.coingecko.com/en/coins/locicoin
helium-chain,hlm,Helium Chain,0,62642,2,,2020/12/12,1794,https://www.coingecko.com/en/coins/helium-chain
kwhcoin,kwh,KwhCoin,0,61198,290345,0,2020/12/31,1795,https://www.coingecko.com/en/coins/kwhcoin
lunch-money,lmy,Lunch Money,0,60796,251,0,2020/12/31,1796,https://www.coingecko.com/en/coins/lunch-money
cryply,crp,Cranepay,0,60302,18,0,2020/12/31,1797,https://www.coingecko.com/en/coins/cryply
kids-cash,kash,Kids Cash,0,59897,188,,2020/12/27,1798,https://www.coingecko.com/en/coins/kids-cash
tigereum,tig,TIG Token,0,59389,49,-1,2020/12/31,1799,https://www.coingecko.com/en/coins/tigereum
lht,lht,LHT,0,59003,30,2,2020/12/27,1800,https://www.coingecko.com/en/coins/lht
privatix,prix,Privatix,0,58291,16775,-5,2020/12/31,1801,https://www.coingecko.com/en/coins/privatix
hero-token,raise,Raise Token,0,57979,2725,-1,2020/12/31,1802,https://www.coingecko.com/en/coins/hero-token
ethereum-cash,ecash,Ethereum Cash,0,57858,2,29,2020/12/31,1803,https://www.coingecko.com/en/coins/ethereum-cash
elysian,ely,Elysian,0,57681,31418,24,2020/12/31,1804,https://www.coingecko.com/en/coins/elysian
snowball,snbl,Snowball,0,57153,658,252,2020/12/31,1805,https://www.coingecko.com/en/coins/snowball
truegame,tgame,Truegame,0,56056,5608,-37,2020/12/31,1806,https://www.coingecko.com/en/coins/truegame
tokens-of-babel,tob,Tokens of Babel,0,55804,271,1,2020/12/31,1807,https://www.coingecko.com/en/coins/tokens-of-babel
kryptokrona,xkr,Kryptokrona,0,55802,0,,2020/12/26,1808,https://www.coingecko.com/en/coins/kryptokrona
tacos,taco,Tacos,0,55713,1285,-3,2020/12/31,1809,https://www.coingecko.com/en/coins/tacos
linkcoin-token,lkn,LinkCoin Token,0,55654,2217,0,2020/12/31,1810,https://www.coingecko.com/en/coins/linkcoin-token
apollon,xap,Apollon Network,0,55522,19,,2020/12/27,1811,https://www.coingecko.com/en/coins/apollon
mchain,mar,Mchain,0,55508,61,36,2020/12/31,1812,https://www.coingecko.com/en/coins/mchain
edrcoin,edrc,EDRCoin,0,55281,17,8,2020/12/31,1813,https://www.coingecko.com/en/coins/edrcoin
bullion,cbx,Bullion,0,54742,7,,2020/12/30,1814,https://www.coingecko.com/en/coins/bullion
ttanslateme-network-token,TMN,TranslateMe Network Token,0,54172,1622,0,2020/12/31,1815,https://www.coingecko.com/en/coins/ttanslateme-network-token
delion,dln,Delion,0,54153,64,1,2020/12/31,1816,https://www.coingecko.com/en/coins/delion
opal,opal,Opal,0,54090,27,,2020/12/30,1817,https://www.coingecko.com/en/coins/opal
milk2,milk2,MILK2,0,53724,21878,1,2020/12/31,1818,https://www.coingecko.com/en/coins/milk2
stronghands-masternode,shmn,StrongHands Masternode,0,53516,20,-39,2020/12/31,1819,https://www.coingecko.com/en/coins/stronghands-masternode
cpuchain,cpu,CPUchain,0,53104,364,31,2020/12/31,1820,https://www.coingecko.com/en/coins/cpuchain
italo,xta,Italo,0,52537,3602,86,2020/12/31,1821,https://www.coingecko.com/en/coins/italo
gravitycoin,gxx,GravityCoin,0,52522,2838,11,2020/12/31,1822,https://www.coingecko.com/en/coins/gravitycoin
bethereum,bether,Bethereum,0,52412,0,,2020/12/22,1823,https://www.coingecko.com/en/coins/bethereum
medibit,medibit,MEDIBIT,0,52176,208,0,2020/12/31,1824,https://www.coingecko.com/en/coins/medibit
scanetchain,swc,Scanetchain,0,52164,0,,2020/12/30,1825,https://www.coingecko.com/en/coins/scanetchain
wrapped-filecoin,wfil,Wrapped Filecoin,22,51949,172,0,2020/12/31,1826,https://www.coingecko.com/en/coins/wrapped-filecoin
proxynode,prx,ProxyNode,0,51820,41,3,2020/12/31,1827,https://www.coingecko.com/en/coins/proxynode
nice,nice,Nice,171,51611,3527,-17,2020/12/31,1828,https://www.coingecko.com/en/coins/nice
hauteclere-shards-2,haut,Hauteclere Shards,1,51525,650,-4,2020/12/31,1829,https://www.coingecko.com/en/coins/hauteclere-shards-2
sf-capital,sfcp,SF Capital,0,51471,3,0,2020/12/31,1830,https://www.coingecko.com/en/coins/sf-capital
sphere-social,sat,Social Activity Token,0,51440,8,1,2020/12/31,1831,https://www.coingecko.com/en/coins/sphere-social
lumos,LMS,Lumos,0,51182,1309,-6,2020/12/31,1832,https://www.coingecko.com/en/coins/lumos
kittoken,kit,Kittoken,0,50834,0,,2020/12/30,1833,https://www.coingecko.com/en/coins/kittoken
yui-hinata,yui,YUI Finance,3,50829,21619,-1,2020/12/31,1834,https://www.coingecko.com/en/coins/yui-hinata
rugz,rugz,pulltherug.finance,5,50205,683,1,2020/12/31,1835,https://www.coingecko.com/en/coins/rugz
cowry,cow,COWRY,0,50102,89,-3,2020/12/31,1836,https://www.coingecko.com/en/coins/cowry
extradna,xdna,extraDNA,0,49992,36947,-35,2020/12/31,1837,https://www.coingecko.com/en/coins/extradna
yffs,yffs,YFFS Finance,1,49817,47323,-8,2020/12/31,1838,https://www.coingecko.com/en/coins/yffs
coinsuper-ecosystem-network,cen,Coinsuper Ecosystem Network,0,49428,9699,0,2020/12/31,1839,https://www.coingecko.com/en/coins/coinsuper-ecosystem-network
ixrp,ixrp,iXRP,0,49161,29537,-2,2020/12/31,1840,https://www.coingecko.com/en/coins/ixrp
veles,vls,Veles,0,49117,40,-14,2020/12/31,1841,https://www.coingecko.com/en/coins/veles
01coin,zoc,01coin,0,48781,15963,-3,2020/12/31,1842,https://www.coingecko.com/en/coins/01coin
impleum,impl,Impleum,0,48712,0,-14,2020/12/31,1843,https://www.coingecko.com/en/coins/impleum
kalkulus,klks,Kalkulus,0,48573,11895,13,2020/12/31,1844,https://www.coingecko.com/en/coins/kalkulus
forty-seven-bank,fsbt,FSBT API,0,48558,38337,12,2020/12/31,1845,https://www.coingecko.com/en/coins/forty-seven-bank
osina,osina,OSINA,0,48288,617,,2020/12/16,1846,https://www.coingecko.com/en/coins/osina
know-your-developer,kydc,Know Your Developer,0,48141,0,-25,2020/12/31,1847,https://www.coingecko.com/en/coins/know-your-developer
yearn-finance-passive-income,yfpi,Yearn Finance Passive Income,1,47848,6442,60,2020/12/31,1848,https://www.coingecko.com/en/coins/yearn-finance-passive-income
atbcoin,atb,ATBCoin,0,47491,303151,-18,2020/12/31,1849,https://www.coingecko.com/en/coins/atbcoin
tokenstars-ace,ace,ACE,0,46493,3263,-7,2020/12/31,1850,https://www.coingecko.com/en/coins/tokenstars-ace
decentralized-asset-trading-platform,datp,Decentralized Asset Trading Platform,0,46349,1,3,2020/12/31,1851,https://www.coingecko.com/en/coins/decentralized-asset-trading-platform
litebitcoin,lbtc,LiteBitcoin,0,46346,0,0,2020/12/31,1852,https://www.coingecko.com/en/coins/litebitcoin
quinads,quin,QUINADS,0,46040,224,17,2020/12/31,1853,https://www.coingecko.com/en/coins/quinads
payfrequent-usd-2,PUSD,PayFrequent USD,1,45632,443843,0,2020/12/31,1854,https://www.coingecko.com/en/coins/payfrequent-usd-2
yunex,yun,YunEx Yun Token,0,44734,0,0,2020/12/31,1855,https://www.coingecko.com/en/coins/yunex
privcy,priv,PRiVCY,0,44423,2,1,2020/12/31,1856,https://www.coingecko.com/en/coins/privcy
skull-candy-shards,candy,Skull Candy Shards,0,44296,609,5,2020/12/31,1857,https://www.coingecko.com/en/coins/skull-candy-shards
eltcoin,eltcoin,Eltcoin,0,44191,7145,1,2020/12/31,1858,https://www.coingecko.com/en/coins/eltcoin
hyperquant,hqt,HyperQuant,0,43735,0,-1,2020/12/31,1859,https://www.coingecko.com/en/coins/hyperquant
xavander-coin,xczm,Xavander Coin,0,43683,11,0,2020/12/31,1860,https://www.coingecko.com/en/coins/xavander-coin
arepacoin,arepa,Arepacoin,0,43127,33,-1,2020/12/31,1861,https://www.coingecko.com/en/coins/arepacoin
metamorph,metm,MetaMorph,0,42777,126,135,2020/12/31,1862,https://www.coingecko.com/en/coins/metamorph
swipp,swipp,Swipp,0,42527,0,5,2020/12/31,1863,https://www.coingecko.com/en/coins/swipp
selfsell,ssc,SelfSell,0,42474,0,0,2020/12/31,1864,https://www.coingecko.com/en/coins/selfsell
deltachain,delta,DeltaChain,0,42324,117,-5,2020/12/31,1865,https://www.coingecko.com/en/coins/deltachain
gimli,gim,Gimli,0,42231,7,,2020/11/18,1866,https://www.coingecko.com/en/coins/gimli
berncash,bern,BERNcash,0,41649,2,-29,2020/12/31,1867,https://www.coingecko.com/en/coins/berncash
niobio-cash,nbr,Niobio Cash,0,41605,0,1,2020/12/31,1868,https://www.coingecko.com/en/coins/niobio-cash
wrapped-virgin-gen-0-cryptokitties,wvg0,Wrapped Virgin Gen-0 CryptoKittties,141,41062,225,,2020/12/30,1869,https://www.coingecko.com/en/coins/wrapped-virgin-gen-0-cryptokitties
lithium,lit,Lithium,0,40933,1,,2020/11/23,1870,https://www.coingecko.com/en/coins/lithium
anon,anon,ANON,0,40796,0,,2020/12/25,1871,https://www.coingecko.com/en/coins/anon
ultragate,ulg,Ultragate,0,40694,19,-17,2020/12/31,1872,https://www.coingecko.com/en/coins/ultragate
coffeecoin,cof,CoffeeCoin,0,40669,151,34,2020/12/31,1873,https://www.coingecko.com/en/coins/coffeecoin
2give,2give,2GIVE,0,40576,3,,2020/12/29,1874,https://www.coingecko.com/en/coins/2give
globaltoken,glt,GlobalToken,0,40329,27,23,2020/12/31,1875,https://www.coingecko.com/en/coins/globaltoken
xgox,xgox,XGOX,0,40116,15,-1,2020/12/31,1876,https://www.coingecko.com/en/coins/xgox
tokok,tok,Tokok,0,40068,3614,0,2020/12/31,1877,https://www.coingecko.com/en/coins/tokok
kekcoin,kek,KekCoin,0,40065,0,,2020/12/29,1878,https://www.coingecko.com/en/coins/kekcoin
etg-finance,etgf,ETG Finance,0,39387,58,,2020/12/30,1879,https://www.coingecko.com/en/coins/etg-finance
softlink,slink,Soft Link,5,39243,216,0,2020/12/31,1880,https://www.coingecko.com/en/coins/softlink
piedao-usd,usd++,PieDAO USD++,0,39096,0,,2020/12/22,1881,https://www.coingecko.com/en/coins/piedao-usd
bitcoinote,btcn,BitcoiNote,0,39052,13,-13,2020/12/31,1882,https://www.coingecko.com/en/coins/bitcoinote
voyager,vgr,Voyager,0,38897,0,,2020/12/29,1883,https://www.coingecko.com/en/coins/voyager
araw-token,araw,ARAW Token,0,38227,178,-23,2020/12/31,1884,https://www.coingecko.com/en/coins/araw-token
titcoin,tit,Titcoin,0,38152,2,,2020/12/31,1885,https://www.coingecko.com/en/coins/titcoin
yenten,ytn,YENTEN,0,38050,914,-25,2020/12/31,1886,https://www.coingecko.com/en/coins/yenten
digital-money-bits,dmb,Digital Money Bits,0,38012,72,2,2020/12/31,1887,https://www.coingecko.com/en/coins/digital-money-bits
obee-network,obee,Obee Network,0,37710,108868,0,2020/12/31,1888,https://www.coingecko.com/en/coins/obee-network
sportyco,spf,SportyCo,0,37650,18,,2020/12/31,1889,https://www.coingecko.com/en/coins/sportyco
thrivechain,trvc,TriveChain,0,37635,43,0,2020/12/31,1890,https://www.coingecko.com/en/coins/thrivechain
sxtz,sxtz,sXTZ,2,37522,4494,,2020/12/30,1891,https://www.coingecko.com/en/coins/sxtz
obr,obr,OBR,70,37290,45336,5,2020/12/31,1892,https://www.coingecko.com/en/coins/obr
golden-ratio-token,grt,Golden Ratio Token,2,37252,0,-2,2020/12/31,1893,https://www.coingecko.com/en/coins/golden-ratio-token
moin,moin,Moin,0,37244,534,,2020/12/25,1894,https://www.coingecko.com/en/coins/moin
medic-coin,medic,Medic Coin,0,36617,9,23,2020/12/31,1895,https://www.coingecko.com/en/coins/medic-coin
kemacoin,kema,KemaCoin,0,36580,533,-7,2020/12/31,1896,https://www.coingecko.com/en/coins/kemacoin
moon-juice,juice,Moon Juice,0,36196,114,,2020/12/28,1897,https://www.coingecko.com/en/coins/moon-juice
swyft,swyftt,SWYFT,0,36182,9023,29,2020/12/31,1898,https://www.coingecko.com/en/coins/swyft
seos,seos,sEOS,2,36136,16570,,2020/12/26,1899,https://www.coingecko.com/en/coins/seos
cat-token,cat,Cat Token,0,36020,39422,-37,2020/12/31,1900,https://www.coingecko.com/en/coins/cat-token
dalecoin,dalc,Dalecoin,0,35999,7,41,2020/12/31,1901,https://www.coingecko.com/en/coins/dalecoin
verify,cred,Verify,0,35538,0,,2020/12/22,1902,https://www.coingecko.com/en/coins/verify
goaltime-n,gtx,GoalTime N,0,35480,270,-2,2020/12/31,1903,https://www.coingecko.com/en/coins/goaltime-n
popchain,pch,Popchain,0,35311,0,,2020/12/30,1904,https://www.coingecko.com/en/coins/popchain
wild-crypto,wild,Wild Crypto,0,35113,1,,2020/12/30,1905,https://www.coingecko.com/en/coins/wild-crypto
axia,axiav3,Axia,0,34719,23974,-5,2020/12/31,1906,https://www.coingecko.com/en/coins/axia
sdusd,sdusd,SDUSD,0,34713,166,0,2020/12/31,1907,https://www.coingecko.com/en/coins/sdusd
ethereum-gold-project,etgp,Ethereum Gold Project,0,34552,30,3,2020/12/31,1908,https://www.coingecko.com/en/coins/ethereum-gold-project
netrum,ntr,Netrum,0,34548,45,-35,2020/12/31,1909,https://www.coingecko.com/en/coins/netrum
xcoin,xco,X-Coin,0,34158,0,,2020/12/28,1910,https://www.coingecko.com/en/coins/xcoin
digitalprice,dp,DigitalPrice,0,33940,21,55,2020/12/31,1911,https://www.coingecko.com/en/coins/digitalprice
nyan-finance,nyan,Nyan Finance,1,33925,90298,13,2020/12/31,1912,https://www.coingecko.com/en/coins/nyan-finance
tourist-token,toto,Tourist Token,0,33767,0,-28,2020/12/31,1913,https://www.coingecko.com/en/coins/tourist-token
livenodes,lno,Livenodes,0,33231,20,-9,2020/12/31,1914,https://www.coingecko.com/en/coins/livenodes
oasis-2,xos,OASIS,0,33222,10,,2020/12/28,1915,https://www.coingecko.com/en/coins/oasis-2
altbet,abet,Altbet,0,33032,0,25,2020/12/31,1916,https://www.coingecko.com/en/coins/altbet
sucrecoin,xsr,Sucrecoin,0,32963,0,-1,2020/12/31,1917,https://www.coingecko.com/en/coins/sucrecoin
blockcloud,bloc,Blockcloud,0,32715,46316,-17,2020/12/31,1918,https://www.coingecko.com/en/coins/blockcloud
connectjob,cjt,ConnectJob,0,32396,6,,2020/12/29,1919,https://www.coingecko.com/en/coins/connectjob
truckcoin,trk,Truckcoin,0,31791,2,,2020/12/30,1920,https://www.coingecko.com/en/coins/truckcoin
boxx,boxx,Blockparty,0,31632,41,,2020/12/17,1921,https://www.coingecko.com/en/coins/boxx
game-stars,gst,Game Stars,0,31609,13,104,2020/12/31,1922,https://www.coingecko.com/en/coins/game-stars
evil-coin,evil,Evil Coin,0,31583,0,,2020/12/30,1923,https://www.coingecko.com/en/coins/evil-coin
evencoin,evn,EvenCoin,0,31496,31426,-30,2020/12/31,1924,https://www.coingecko.com/en/coins/evencoin
asura,asa,Asura,0,31413,20,,2020/12/29,1925,https://www.coingecko.com/en/coins/asura
herbalist-token,herb,Herbalist Token,0,31368,0,1,2020/12/31,1926,https://www.coingecko.com/en/coins/herbalist-token
ludos,lud,Ludos Protocol,0,31333,60913,2,2020/12/31,1927,https://www.coingecko.com/en/coins/ludos
blocklancer,lnc,Blocklancer,0,31158,0,0,2020/12/31,1928,https://www.coingecko.com/en/coins/blocklancer
spaghetti,pasta,Spaghetti,0,31092,161,-27,2020/12/31,1929,https://www.coingecko.com/en/coins/spaghetti
ethorse,horse,Ethorse,0,30813,11,3,2020/12/31,1930,https://www.coingecko.com/en/coins/ethorse
eska,esk,Eska,0,30776,228,2,2020/12/31,1931,https://www.coingecko.com/en/coins/eska
ctc,c2c,C2C System,0,30744,0,,2020/12/23,1932,https://www.coingecko.com/en/coins/ctc
wavesgo,wgo,WavesGo,0,30313,330,35,2020/12/31,1933,https://www.coingecko.com/en/coins/wavesgo
gossipcoin,goss,GOSSIP-Coin,0,30280,24,-21,2020/12/31,1934,https://www.coingecko.com/en/coins/gossipcoin
bloc-money,bloc,Bloc.Money,0,30070,344,56,2020/12/31,1935,https://www.coingecko.com/en/coins/bloc-money
pengolincoin,pgo,PengolinCoin,0,29969,102057,7,2020/12/31,1936,https://www.coingecko.com/en/coins/pengolincoin
rpicoin,rpi,RPICoin,0,29527,0,0,2020/12/31,1937,https://www.coingecko.com/en/coins/rpicoin
savenode,sno,SaveNode,0,29201,0,,2020/11/26,1938,https://www.coingecko.com/en/coins/savenode
tourist-review-token,tret,Tourist Review Token,0,29179,0,,2020/12/19,1939,https://www.coingecko.com/en/coins/tourist-review-token
chess-coin,chess,Chess Coin,0,28786,33,,2020/12/31,1940,https://www.coingecko.com/en/coins/chess-coin
martkist,martk,Martkist,0,28568,2524,-60,2020/12/31,1941,https://www.coingecko.com/en/coins/martkist
omnitude,ecom,Omnitude,0,28513,120670,14,2020/12/31,1942,https://www.coingecko.com/en/coins/omnitude
yield-farming-token,YFT,Yield Farming Token,2,28501,0,,2020/12/31,1943,https://www.coingecko.com/en/coins/yield-farming-token
birdchain,bird,Birdchain,0,28426,11,,2020/12/30,1944,https://www.coingecko.com/en/coins/birdchain
bithereum,bth,Bithereum,0,28368,0,,2020/12/18,1945,https://www.coingecko.com/en/coins/bithereum
bitcoin-red,btcred,Bitcoin Red,0,28367,0,4,2020/12/31,1946,https://www.coingecko.com/en/coins/bitcoin-red
poma,pomac,POMA,0,27941,0,,2020/12/12,1947,https://www.coingecko.com/en/coins/poma
parkbyte,pkb,ParkByte,0,27793,0,0,2020/12/31,1948,https://www.coingecko.com/en/coins/parkbyte
bitsum,bsm,Bitsum,0,27439,22,,2020/12/29,1949,https://www.coingecko.com/en/coins/bitsum
cryptodezirecash,cdzc,CryptoDezireCash,0,27390,1483,0,2020/12/31,1950,https://www.coingecko.com/en/coins/cryptodezirecash
prospectors-gold,pgl,Prospectors Gold,0,27377,74,-13,2020/12/31,1951,https://www.coingecko.com/en/coins/prospectors-gold
bitjob,stu,bitJob,0,27370,0,,2020/12/28,1952,https://www.coingecko.com/en/coins/bitjob
seal-finance,seal,Seal Finance,1,26630,777,2,2020/12/31,1953,https://www.coingecko.com/en/coins/seal-finance
cipher,cpr,CIPHER,0,25720,18738,0,2020/12/31,1954,https://www.coingecko.com/en/coins/cipher
touriva,tour,Touriva,0,25582,2,0,2020/12/31,1955,https://www.coingecko.com/en/coins/touriva
datarius-cryptobank,dtrc,Datarius Credit,0,25503,0,,2020/12/17,1956,https://www.coingecko.com/en/coins/datarius-cryptobank
iridium,ird,Iridium,0,25489,85,-34,2020/12/31,1957,https://www.coingecko.com/en/coins/iridium
mvp,mvp,MVP,3,24890,65,0,2020/12/31,1958,https://www.coingecko.com/en/coins/mvp
ronpaulcoin,rpc,RonPaulCoin,0,24829,0,0,2020/12/31,1959,https://www.coingecko.com/en/coins/ronpaulcoin
masternet,mash,Masternet,0,24785,407,,2020/12/25,1960,https://www.coingecko.com/en/coins/masternet
bitcoinv,btcv,BitcoinV,0,24745,31,218,2020/12/31,1961,https://www.coingecko.com/en/coins/bitcoinv
emrals,emrals,Emrals,0,24606,3854,-4,2020/12/31,1962,https://www.coingecko.com/en/coins/emrals
exosis,exo,Exosis,0,24605,2591,17,2020/12/31,1963,https://www.coingecko.com/en/coins/exosis
boutspro,bouts,BoutsPro,0,24573,9707,-35,2020/12/31,1964,https://www.coingecko.com/en/coins/boutspro
uchain,ucn,UChain,0,24482,3983,3,2020/12/31,1965,https://www.coingecko.com/en/coins/uchain
funtime-coin,func,FunTime Coin,0,24437,2,20,2020/12/31,1966,https://www.coingecko.com/en/coins/funtime-coin
grimcoin,grim,Grimcoin,0,24322,0,,2020/12/12,1967,https://www.coingecko.com/en/coins/grimcoin
jade-currency,jade,Jade Currency,0,23589,1,1,2020/12/31,1968,https://www.coingecko.com/en/coins/jade-currency
smartcoin,smc,Smartcoin,0,23557,1,,2020/12/30,1969,https://www.coingecko.com/en/coins/smartcoin
jboxcoin,jbx,JBOX,0,23202,249032,-5,2020/12/31,1970,https://www.coingecko.com/en/coins/jboxcoin
starbugs-shards,bugs,Starbugs Shards,2,23186,140,,2020/12/30,1971,https://www.coingecko.com/en/coins/starbugs-shards
fiscus-fyi,ffyi,Fiscus FYI,0,23106,3932,1,2020/12/31,1972,https://www.coingecko.com/en/coins/fiscus-fyi
bloody-token,bloody,Bloody Token,0,23074,5,0,2020/12/31,1973,https://www.coingecko.com/en/coins/bloody-token
neetcoin,neet,Neetcoin,0,23018,11,25,2020/12/31,1974,https://www.coingecko.com/en/coins/neetcoin
