id,symbol,name,usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,rank,coinGecko_link
pkg-token,pkg,PKG Token,0,187760,38,0,2020/12/31,1533,https://www.coingecko.com/en/coins/pkg-token
alpha-platform,a,Alpha Token,0,186472,627,2,2020/12/31,1534,https://www.coingecko.com/en/coins/alpha-platform
jumpcoin,jump,Jumpcoin,0,185030,87,-26,2020/12/31,1535,https://www.coingecko.com/en/coins/jumpcoin
mmocoin,mmo,MMOCoin,0,184638,0,-45,2020/12/31,1536,https://www.coingecko.com/en/coins/mmocoin
rebased,reb2,Rebased,1,183675,116,,2020/12/30,1537,https://www.coingecko.com/en/coins/rebased
yoink,ynk,Yoink,0,182983,615,0,2020/12/31,1538,https://www.coingecko.com/en/coins/yoink
yieldwars-com,war,YieldWars,0,182832,40144,-5,2020/12/31,1539,https://www.coingecko.com/en/coins/yieldwars-com
malwarechain,malw,MalwareChain,0,179750,127,-9,2020/12/31,1540,https://www.coingecko.com/en/coins/malwarechain
pundi-x-nem,npxsxem,Pundi X NEM,0,179272,4003,0,2020/12/31,1541,https://www.coingecko.com/en/coins/pundi-x-nem
wrapped-gen-0-cryptokitties,wg0,Wrapped Gen-0 CryptoKitties,93,178596,1179,3,2020/12/31,1542,https://www.coingecko.com/en/coins/wrapped-gen-0-cryptokitties
magi,xmg,Magi,0,178358,1,0,2020/12/31,1543,https://www.coingecko.com/en/coins/magi
tokenbox,tbx,Tokenbox,0,177895,3863,-2,2020/12/31,1544,https://www.coingecko.com/en/coins/tokenbox
chonk,chonk,Chonk,4,177590,79336,-2,2020/12/31,1545,https://www.coingecko.com/en/coins/chonk
safecapital,scap,SafeCapital,0,177400,1145119,-26,2020/12/31,1546,https://www.coingecko.com/en/coins/safecapital
alt-estate,alt,AltEstate Token,0,176386,122,-7,2020/12/31,1547,https://www.coingecko.com/en/coins/alt-estate
alchemint,sds,Alchemint,0,176132,1,-66,2020/12/30,1548,https://www.coingecko.com/en/coins/alchemint
moontools,moons,MoonTools,6,176013,1027,-2,2020/12/31,1549,https://www.coingecko.com/en/coins/moontools
datx,datx,DATx,0,175225,213906,-10,2020/12/31,1550,https://www.coingecko.com/en/coins/datx
npcoin,npc,NPCoin,0,173508,3608,-8,2020/12/31,1551,https://www.coingecko.com/en/coins/npcoin
trollcoin,troll,Trollcoin,0,173270,35,-49,2020/12/31,1552,https://www.coingecko.com/en/coins/trollcoin
dovu,dov,Dovu,0,172999,76,-4,2020/12/31,1553,https://www.coingecko.com/en/coins/dovu
traxia,tmt,Traxia,0,172603,9532,1,2020/12/31,1554,https://www.coingecko.com/en/coins/traxia
openalexa-protocol,oap,OpenAlexa Protocol,0,172458,32260,0,2020/12/31,1555,https://www.coingecko.com/en/coins/openalexa-protocol
neutron,ntrn,Neutron,0,171452,40,0,2020/12/31,1556,https://www.coingecko.com/en/coins/neutron
pepegold,peps,PEPS Coin,0,171396,168,-7,2020/12/31,1557,https://www.coingecko.com/en/coins/pepegold
maxcoin,max,Maxcoin,0,170876,105,,2020/12/29,1558,https://www.coingecko.com/en/coins/maxcoin
devault,dvt,DeVault,0,170841,56,-7,2020/12/31,1559,https://www.coingecko.com/en/coins/devault
pesetacoin,ptc,Pesetacoin,0,169359,35,-26,2020/12/31,1560,https://www.coingecko.com/en/coins/pesetacoin
gameflip,flp,Gameflip,0,169016,16,5,2020/12/31,1561,https://www.coingecko.com/en/coins/gameflip
rotten,rot,Rotten,0,168851,8961,-16,2020/12/31,1562,https://www.coingecko.com/en/coins/rotten
atromg8,ag8,ATROMG8,0,168538,28006,20,2020/12/31,1563,https://www.coingecko.com/en/coins/atromg8
thingschain,tic,Thingschain,0,168195,6126,-7,2020/12/31,1564,https://www.coingecko.com/en/coins/thingschain
jetcoin,jet,Jetcoin,0,168007,91502,-4,2020/12/31,1565,https://www.coingecko.com/en/coins/jetcoin
sharpay,s,Sharpay,0,167901,190,,2020/12/31,1566,https://www.coingecko.com/en/coins/sharpay
2acoin,arms,2ACoin,0,165291,645,5,2020/12/31,1567,https://www.coingecko.com/en/coins/2acoin
lanacoin,lana,LanaCoin,0,164751,243,0,2020/12/31,1568,https://www.coingecko.com/en/coins/lanacoin
hippo-finance,hippo,HippoFinance,1,164457,1443,6,2020/12/31,1569,https://www.coingecko.com/en/coins/hippo-finance
satopay,stop,SatoPay,0,164052,227284,-1,2020/12/31,1570,https://www.coingecko.com/en/coins/satopay
micromoney,amm,MicroMoney,0,163857,39166,2,2020/12/31,1571,https://www.coingecko.com/en/coins/micromoney
waterdrop,wdp,WaterDrop,41,163748,22392,8,2020/12/31,1572,https://www.coingecko.com/en/coins/waterdrop
swarm-city,swt,Swarm City,0,163719,2761,0,2020/12/31,1573,https://www.coingecko.com/en/coins/swarm-city
storiqa,stq,Storiqa,0,163061,1,3,2020/12/31,1574,https://www.coingecko.com/en/coins/storiqa
vox-finance,vox,Vox.Finance,102,162835,185720,-6,2020/12/31,1575,https://www.coingecko.com/en/coins/vox-finance
swagg-network,swagg,Swagg Network,0,162760,12,,2020/12/23,1576,https://www.coingecko.com/en/coins/swagg-network
ugchain,ugc,ugChain,0,162575,6,,2020/11/29,1577,https://www.coingecko.com/en/coins/ugchain
profile-utility-token,put,Profile Utility Token,0,162561,96,4,2020/12/31,1578,https://www.coingecko.com/en/coins/profile-utility-token
piplcoin,pipl,PiplCoin,0,159228,223,0,2020/12/31,1579,https://www.coingecko.com/en/coins/piplcoin
synergy,snrg,Synergy,0,158034,0,,2020/12/29,1580,https://www.coingecko.com/en/coins/synergy
quantis,quan,Quantis,0,157960,6,,2020/12/29,1581,https://www.coingecko.com/en/coins/quantis
bitcoin-instant,bti,Bitcoin Instant,0,156261,1,0,2020/12/31,1582,https://www.coingecko.com/en/coins/bitcoin-instant
starbase,star,Starbase,0,156021,265796,0,2020/12/31,1583,https://www.coingecko.com/en/coins/starbase
patexshares,pats,PatexShares,3,155007,206,,2020/11/24,1584,https://www.coingecko.com/en/coins/patexshares
netko,netko,Netko,0,154976,54,-95,2020/12/31,1585,https://www.coingecko.com/en/coins/netko
elastic,xel,XEL,0,154669,37,,2020/11/22,1586,https://www.coingecko.com/en/coins/elastic
bitradio,bro,Bitradio,0,154005,64,0,2020/12/31,1587,https://www.coingecko.com/en/coins/bitradio
energi-token,etk,Energi Token,0,153306,0,,2020/12/16,1588,https://www.coingecko.com/en/coins/energi-token
vanilla-network,vnla,Vanilla Network,0,152435,63977,-8,2020/12/31,1589,https://www.coingecko.com/en/coins/vanilla-network
usdp,usdp,USDP Stablecoin,0,151886,3555,0,2020/12/31,1590,https://www.coingecko.com/en/coins/usdp
insula,isla,Insula,0,149747,986,4,2020/12/31,1591,https://www.coingecko.com/en/coins/insula
aquariuscoin,arco,AquariusCoin,0,148892,29,,2020/12/30,1592,https://www.coingecko.com/en/coins/aquariuscoin
hondaiscoin,hndc,HondaisCoin,0,147847,0,4,2020/12/31,1593,https://www.coingecko.com/en/coins/hondaiscoin
nebula-ai,nbai,Nebula AI,0,147008,32,0,2020/12/31,1594,https://www.coingecko.com/en/coins/nebula-ai
nanjcoin,nanj,NANJCOIN,0,146431,0,0,2020/12/31,1595,https://www.coingecko.com/en/coins/nanjcoin
advanced-internet-block,aib,Advanced Integrated Blocks,0,146335,820,-33,2020/12/31,1596,https://www.coingecko.com/en/coins/advanced-internet-block
lightbit,litb,LightBit,0,146045,519,0,2020/12/31,1597,https://www.coingecko.com/en/coins/lightbit
obits,obits,OBITS,0,145390,812,,2020/12/25,1598,https://www.coingecko.com/en/coins/obits
oryxcoin,estx,EstxCoin,0,145265,0,,2020/12/30,1599,https://www.coingecko.com/en/coins/oryxcoin
spindle,spd,SPINDLE,0,144562,3,0,2020/12/31,1600,https://www.coingecko.com/en/coins/spindle
buck,buck,BUCK,0,144311,39,,2020/12/27,1601,https://www.coingecko.com/en/coins/buck
metric-exchange,metric,MetricExchange,0,143143,3995,10,2020/12/31,1602,https://www.coingecko.com/en/coins/metric-exchange
blur-network,blur,Blur Network,0,142990,13,,2020/12/26,1603,https://www.coingecko.com/en/coins/blur-network
rupaya,rupx,Rupaya,0,141260,0,91,2020/12/31,1604,https://www.coingecko.com/en/coins/rupaya
bounty0x,bnty,Bounty0x,0,141118,47506,-3,2020/12/31,1605,https://www.coingecko.com/en/coins/bounty0x
release-ico-project,rel,RELEASE,0,140343,139,5,2020/12/31,1606,https://www.coingecko.com/en/coins/release-ico-project
peony-coin,pny,Peony Coin,0,140178,7671,18,2020/12/31,1607,https://www.coingecko.com/en/coins/peony-coin
rich-lab-token,rle,Rich Lab Token,0,139305,27451,-4,2020/12/31,1608,https://www.coingecko.com/en/coins/rich-lab-token
kobocoin,kobo,Kobocoin,0,139012,0,17,2020/12/31,1609,https://www.coingecko.com/en/coins/kobocoin
credit,credit,TerraCredit,0,138783,99854,0,2020/12/31,1610,https://www.coingecko.com/en/coins/credit
voise,voise,VOISE,0,138748,2,,2020/12/25,1611,https://www.coingecko.com/en/coins/voise
flow-protocol,flow,Flow Protocol,0,136952,72178,0,2020/12/31,1612,https://www.coingecko.com/en/coins/flow-protocol
energo,tsl,Tesla Token,0,136471,25466,-6,2020/12/31,1613,https://www.coingecko.com/en/coins/energo
crowd-machine,cmct,Crowd Machine,0,136144,235,-11,2020/12/31,1614,https://www.coingecko.com/en/coins/crowd-machine
bitcoin-fast,bcf,Bitcoin Fast,0,135502,49,2,2020/12/31,1615,https://www.coingecko.com/en/coins/bitcoin-fast
l-pesa,lpk,Kripton,0,135495,0,,2020/12/14,1616,https://www.coingecko.com/en/coins/l-pesa
qbao,qbt,Qbao,0,135265,49856,0,2020/12/31,1617,https://www.coingecko.com/en/coins/qbao
zeepin,zpt,Zeepin,0,135097,19679,-7,2020/12/31,1618,https://www.coingecko.com/en/coins/zeepin
bolivarcoin,boli,Bolivarcoin,0,135092,50,23,2020/12/31,1619,https://www.coingecko.com/en/coins/bolivarcoin
wrapped-origin-axie,woa,Wrapped Origin Axie,652,134439,1561,-1,2020/12/31,1620,https://www.coingecko.com/en/coins/wrapped-origin-axie
swing,swing,Swing,0,132736,0,1,2020/12/31,1621,https://www.coingecko.com/en/coins/swing
rizen-coin,rzn,Rizen Coin,38,132216,726,47,2020/12/31,1622,https://www.coingecko.com/en/coins/rizen-coin
jointer,jntr,Jointer,0,131813,283,3,2020/12/31,1623,https://www.coingecko.com/en/coins/jointer
gold-reward-token,grx,GOLD Reward Token,0,131205,78,,2020/12/25,1624,https://www.coingecko.com/en/coins/gold-reward-token
crowdwiz,wiz,CrowdWiz,0,131019,29,,2020/12/28,1625,https://www.coingecko.com/en/coins/crowdwiz
bitstar,bits,Bitstar,0,130122,1,-8,2020/12/31,1626,https://www.coingecko.com/en/coins/bitstar
tokenstars-team,team,TEAM,0,129987,737,-1,2020/12/31,1627,https://www.coingecko.com/en/coins/tokenstars-team
emerald-crypto,emd,Emerald Crypto,0,129564,0,-35,2020/12/31,1628,https://www.coingecko.com/en/coins/emerald-crypto
sergs,sergs,SERGS,0,129544,5699,17,2020/12/31,1629,https://www.coingecko.com/en/coins/sergs
centric-cash,cns,Centric,0,129263,166370,7,2020/12/31,1630,https://www.coingecko.com/en/coins/centric-cash
riecoin,ric,Riecoin,0,128619,35,-1,2020/12/31,1631,https://www.coingecko.com/en/coins/riecoin
streamity,stm,Streamity,0,128094,0,,2020/11/7,1632,https://www.coingecko.com/en/coins/streamity
artis-turba,artis,Artis Turba,0,127568,735,22,2020/12/31,1633,https://www.coingecko.com/en/coins/artis-turba
sxrp,sxrp,sXRP,0,127341,3358,-6,2020/12/31,1634,https://www.coingecko.com/en/coins/sxrp
bitcoin-scrypt,btcs,Bitcoin Scrypt,0,127168,0,,2020/12/30,1635,https://www.coingecko.com/en/coins/bitcoin-scrypt
bitwhite,btw,BitWhite,0,126727,77884,-21,2020/12/31,1636,https://www.coingecko.com/en/coins/bitwhite
ethereum-gold,etg,Ethereum Gold,0,126599,0,-1,2020/12/31,1637,https://www.coingecko.com/en/coins/ethereum-gold
arionum,aro,Arionum,0,126470,79,2,2020/12/31,1638,https://www.coingecko.com/en/coins/arionum
bitbar,btb,Bitbar,6,126015,38,1,2020/12/31,1639,https://www.coingecko.com/en/coins/bitbar
kora-network,knt,Kora Network,0,125564,0,,2020/12/16,1640,https://www.coingecko.com/en/coins/kora-network
aditus,adi,Aditus,0,124420,29246,9,2020/12/31,1641,https://www.coingecko.com/en/coins/aditus
krypton-token,kgc,Krypton Galaxy Coin,0,123167,28096,-8,2020/12/31,1642,https://www.coingecko.com/en/coins/krypton-token
tama-egg-niftygotchi,tme,TAMA EGG NiftyGotchi,406,122746,2320,-4,2020/12/31,1643,https://www.coingecko.com/en/coins/tama-egg-niftygotchi
savedroid,svd,Savedroid,0,122700,229,-4,2020/12/31,1644,https://www.coingecko.com/en/coins/savedroid
tigercash,tch,TigerCash,0,122655,2295611,0,2020/12/31,1645,https://www.coingecko.com/en/coins/tigercash
bitcoin-incognito,xbi,Bitcoin Incognito,0,122488,4376,2,2020/12/31,1646,https://www.coingecko.com/en/coins/bitcoin-incognito
maza,mzc,Maza,0,121513,87,-49,2020/12/31,1647,https://www.coingecko.com/en/coins/maza
defi-omega,dfio,DeFi Omega,1,121275,432,1,2020/12/31,1648,https://www.coingecko.com/en/coins/defi-omega
intervalue,inve,InterValue,0,120646,2,,2020/12/30,1649,https://www.coingecko.com/en/coins/intervalue
buy-sell,bse,Buy-Sell,1,120461,18372,-30,2020/12/31,1650,https://www.coingecko.com/en/coins/buy-sell
cobinhood,cob,Cobinhood,0,119229,6,4,2020/12/31,1651,https://www.coingecko.com/en/coins/cobinhood
ozziecoin,ozc,Ozziecoin,0,118989,0,,2020/12/30,1652,https://www.coingecko.com/en/coins/ozziecoin
fxpay,fxp,FXPay,0,118824,0,,2020/12/30,1653,https://www.coingecko.com/en/coins/fxpay
bitcoinsov,bsov,BitcoinSoV,0,118782,4367,2,2020/12/31,1654,https://www.coingecko.com/en/coins/bitcoinsov
ecoin-2,ecoin,Ecoin,0,118711,770,2,2020/12/31,1655,https://www.coingecko.com/en/coins/ecoin-2
exchangecoin,excc,ExchangeCoin,0,118387,4139813,-13,2020/12/31,1656,https://www.coingecko.com/en/coins/exchangecoin
crystal-token,cyl,Crystal Token,0,118384,88290,13,2020/12/31,1657,https://www.coingecko.com/en/coins/crystal-token
aeryus,aer,Aeryus,0,117810,24,,2020/12/29,1658,https://www.coingecko.com/en/coins/aeryus
sophiatx,sphtx,SophiaTX,0,117674,203,0,2020/12/31,1659,https://www.coingecko.com/en/coins/sophiatx
cryptcoin,crypt,CryptCoin,0,115597,0,,2020/12/31,1660,https://www.coingecko.com/en/coins/cryptcoin
natmin-pure-escrow,nat,Natmin,0,114355,0,,2020/12/21,1661,https://www.coingecko.com/en/coins/natmin-pure-escrow
realchain,rct,RealChain,0,113725,3815,0,2020/12/31,1662,https://www.coingecko.com/en/coins/realchain
proton-token,ptt,Proton Token,0,113443,250543,-17,2020/12/31,1663,https://www.coingecko.com/en/coins/proton-token
policypal,pal,PAL Network,0,113250,4919,,2020/11/19,1664,https://www.coingecko.com/en/coins/policypal
swap,xwp,Swap,0,111444,241,-12,2020/12/31,1665,https://www.coingecko.com/en/coins/swap
flux,flux,FLUX,0,109127,1360,-4,2020/12/31,1666,https://www.coingecko.com/en/coins/flux
lux,lx,Moonlight Lux,0,108651,3,,2020/12/30,1667,https://www.coingecko.com/en/coins/lux
unikoin-gold,ukg,Unikoin Gold,0,108602,7,50,2020/12/30,1668,https://www.coingecko.com/en/coins/unikoin-gold
winstex,win,Winstex,0,108268,28,,2020/11/3,1669,https://www.coingecko.com/en/coins/winstex
arcticcoin,arc,Advanced Technology Coin,0,108155,4,128,2020/12/31,1670,https://www.coingecko.com/en/coins/arcticcoin
klimatas,kts,Klimatas,0,107696,171,25,2020/12/31,1671,https://www.coingecko.com/en/coins/klimatas
gems-2,gem,Gems,0,106926,52793,4,2020/12/31,1672,https://www.coingecko.com/en/coins/gems-2
cryptosoul,soul,CryptoSoul,0,106482,423,0,2020/12/31,1673,https://www.coingecko.com/en/coins/cryptosoul
scriv,scriv,SCRIV,0,105223,28,0,2020/12/31,1674,https://www.coingecko.com/en/coins/scriv
ixmr,ixmr,iXMR,114,105220,105220,,2020/12/19,1675,https://www.coingecko.com/en/coins/ixmr
joulecoin,xjo,Joulecoin,0,104996,0,,2020/12/29,1676,https://www.coingecko.com/en/coins/joulecoin
tcash,tcash,TCASH,0,104838,115430,0,2020/12/31,1677,https://www.coingecko.com/en/coins/tcash
crycash,crc,CRYCASH,0,104688,3,-1,2020/12/31,1678,https://www.coingecko.com/en/coins/crycash
rito,rito,Rito,0,104661,370,-39,2020/12/31,1679,https://www.coingecko.com/en/coins/rito
worldcore,wrc,Worldcore,0,103872,493,2,2020/12/31,1680,https://www.coingecko.com/en/coins/worldcore
womencoin,women,WomenCoin,0,103040,0,-1,2020/12/31,1681,https://www.coingecko.com/en/coins/womencoin
bitcloud,btdx,Bitcloud,0,103016,4,4,2020/12/31,1682,https://www.coingecko.com/en/coins/bitcloud
hotchain,hotc,HOTchain,0,102604,1069,8,2020/12/31,1683,https://www.coingecko.com/en/coins/hotchain
netkoin,ntk,Netkoin,0,102198,1131,-24,2020/12/31,1684,https://www.coingecko.com/en/coins/netkoin
bitcoen,ben,BitCoen,0,101664,3438,3,2020/12/31,1685,https://www.coingecko.com/en/coins/bitcoen
igtoken,ig,IGToken,0,101595,582379,0,2020/12/31,1686,https://www.coingecko.com/en/coins/igtoken
gentarium,gtm,Gentarium,0,101041,0,0,2020/12/31,1687,https://www.coingecko.com/en/coins/gentarium
bitcoin-token,btct,Bitcoin Token,0,99826,678,0,2020/12/31,1688,https://www.coingecko.com/en/coins/bitcoin-token
croat,croat,CROAT,0,99727,8,1,2020/12/31,1689,https://www.coingecko.com/en/coins/croat
credo,credo,Credo,0,99179,0,,2020/12/16,1690,https://www.coingecko.com/en/coins/credo
vision-network,vsn,Vision Network,0,99004,102,-13,2020/12/31,1691,https://www.coingecko.com/en/coins/vision-network
mfcoin,mfc,MFCoin,0,98706,151,-3,2020/12/31,1692,https://www.coingecko.com/en/coins/mfcoin
photon,pho,Photon,0,98584,16,,2020/11/24,1693,https://www.coingecko.com/en/coins/photon
ailink-token,ali,AiLink Token,0,98575,1701,3,2020/12/31,1694,https://www.coingecko.com/en/coins/ailink-token
deex,deex,Deex,0,98422,1687,1,2020/12/31,1695,https://www.coingecko.com/en/coins/deex
duo,duo,DUO Network,0,98248,2951,-5,2020/12/31,1696,https://www.coingecko.com/en/coins/duo
atheneum,aem,Atheneum,0,96452,22,57,2020/12/31,1697,https://www.coingecko.com/en/coins/atheneum
jupiter,jup,Jupiter,0,96271,11,0,2020/12/31,1698,https://www.coingecko.com/en/coins/jupiter
compound-coin,comp,Compound Coin,0,95988,207,115,2020/12/31,1699,https://www.coingecko.com/en/coins/compound-coin
vslice,vsl,vSlice,0,95499,0,-78,2020/12/31,1700,https://www.coingecko.com/en/coins/vslice
curate,xcur,Curate,0,93536,82171,5,2020/12/31,1701,https://www.coingecko.com/en/coins/curate
hue,hue,Hue,0,92435,16,,2020/12/31,1702,https://www.coingecko.com/en/coins/hue
yfox-finance,yfox,YFOX Finance,27,92123,52861,-4,2020/12/31,1703,https://www.coingecko.com/en/coins/yfox-finance
italian-lira,itl,Italian Lira,0,90616,0,48,2020/12/31,1704,https://www.coingecko.com/en/coins/italian-lira
freedom-reserve,fr,Freedom Reserve,0,89894,901,0,2020/12/31,1705,https://www.coingecko.com/en/coins/freedom-reserve
valuto,vlu,Valuto,0,89623,270,37,2020/12/31,1706,https://www.coingecko.com/en/coins/valuto
popularcoin,pop,PopularCoin,0,89495,0,-3,2020/12/31,1707,https://www.coingecko.com/en/coins/popularcoin
zedxe,zfl,Zuflo Coin,0,89058,7939,-8,2020/12/31,1708,https://www.coingecko.com/en/coins/zedxe
ixicash,ixi,IxiCash,0,88515,177,-27,2020/12/31,1709,https://www.coingecko.com/en/coins/ixicash
sbch,sbch,sBCH,256,87766,22125,-4,2020/12/31,1710,https://www.coingecko.com/en/coins/sbch
billionaire-token,xbl,Billionaire Token,0,87291,0,1,2020/12/31,1711,https://www.coingecko.com/en/coins/billionaire-token
payfair,pfr,Payfair,0,86917,2055,-13,2020/12/31,1712,https://www.coingecko.com/en/coins/payfair
kubocoin,kubo,KuboCoin,0,86703,0,-11,2020/12/31,1713,https://www.coingecko.com/en/coins/kubocoin
dogecash,dogec,DogeCash,0,86684,19249,-3,2020/12/31,1714,https://www.coingecko.com/en/coins/dogecash
alphadex,dex,AlphaDex,4,86351,2872,5,2020/12/31,1715,https://www.coingecko.com/en/coins/alphadex
arqma,arq,ArQmA,0,86338,1957,17,2020/12/31,1716,https://www.coingecko.com/en/coins/arqma
yuki-coin,yuki,YUKI COIN,0,86053,0,,2020/12/18,1717,https://www.coingecko.com/en/coins/yuki-coin
ezoow,ezw,EZOOW,0,85891,147,,2020/12/19,1718,https://www.coingecko.com/en/coins/ezoow
community-token,com,Community Token,0,84207,65,0,2020/12/30,1719,https://www.coingecko.com/en/coins/community-token
percent,pct,Percent,0,83906,693,0,2020/12/31,1720,https://www.coingecko.com/en/coins/percent
yfbeta,yfbeta,yfBeta,4,83400,18165,-9,2020/12/31,1721,https://www.coingecko.com/en/coins/yfbeta
suretly,sur,Suretly,0,83326,2769,-1,2020/12/31,1722,https://www.coingecko.com/en/coins/suretly
baepay,baepay,BAEPAY,0,82978,61,,2020/12/29,1723,https://www.coingecko.com/en/coins/baepay
showhand,hand,ShowHand,0,82590,20,-16,2020/12/31,1724,https://www.coingecko.com/en/coins/showhand
lkr-coin,lkr,LKR Coin,0,82342,0,-14,2020/12/31,1725,https://www.coingecko.com/en/coins/lkr-coin
wandx,wand,WandX,0,81996,58,,2020/12/25,1726,https://www.coingecko.com/en/coins/wandx
onix,onx,Onix,0,81960,137,124,2020/12/31,1727,https://www.coingecko.com/en/coins/onix
whalesburg,wbt,Whalesburg,0,81659,12,,2020/12/29,1728,https://www.coingecko.com/en/coins/whalesburg
project-shivom,omx,Project SHIVOM,0,81279,0,,2020/12/31,1729,https://www.coingecko.com/en/coins/project-shivom
cheese,cheese,CHEESE,0,81247,0,1,2020/12/31,1730,https://www.coingecko.com/en/coins/cheese
challengedac,chl,ChallengeDAC,0,81104,48,62,2020/12/31,1731,https://www.coingecko.com/en/coins/challengedac
brazio,braz,Brazio,0,80897,73,1,2020/12/31,1732,https://www.coingecko.com/en/coins/brazio
hurify,hur,Hurify,0,80686,0,-14,2020/12/31,1733,https://www.coingecko.com/en/coins/hurify
harrison-first,FIRST,Harrison First,0,80570,12,,2020/12/24,1734,https://www.coingecko.com/en/coins/harrison-first
cashbery-coin,cbc,Cashbery Coin,0,80107,260,5,2020/12/31,1735,https://www.coingecko.com/en/coins/cashbery-coin
monkey-project,monk,Monkey Project,0,79793,108,-16,2020/12/31,1736,https://www.coingecko.com/en/coins/monkey-project
sxmr,sxmr,sXMR,161,79516,2911,-2,2020/12/31,1737,https://www.coingecko.com/en/coins/sxmr
multicoincasino,mcc,MultiCoinCasino,0,79378,10352,0,2020/12/31,1738,https://www.coingecko.com/en/coins/multicoincasino
wrapped-cryptokitties,wck,Wrapped CryptoKitties,1,79110,3022,4,2020/12/31,1739,https://www.coingecko.com/en/coins/wrapped-cryptokitties
rentberry,berry,Rentberry,0,78933,297,-27,2020/12/31,1740,https://www.coingecko.com/en/coins/rentberry
shuffle-monster,shuf,Shuffle Monster,0,78569,14359,-28,2020/12/31,1741,https://www.coingecko.com/en/coins/shuffle-monster
insurepal,ipl,InsurePal,0,77941,1552,1,2020/12/31,1742,https://www.coingecko.com/en/coins/insurepal
betterbetting,betr,BetterBetting,0,77753,364,,2020/12/28,1743,https://www.coingecko.com/en/coins/betterbetting
colossuscoin-v2,cv2,Colossuscoin V2,0,77685,0,,2020/12/30,1744,https://www.coingecko.com/en/coins/colossuscoin-v2
polypux,PUX,PolypuX,0,77657,346,-12,2020/12/31,1745,https://www.coingecko.com/en/coins/polypux
eazy,ezy,EAZY Community Node,0,77444,3,-5,2020/12/31,1746,https://www.coingecko.com/en/coins/eazy
hero-node,her,Hero Node Token,0,76509,6,0,2020/12/30,1747,https://www.coingecko.com/en/coins/hero-node
bitcoin-zero,bzx,Bitcoin Zero,0,75442,57,3,2020/12/31,1748,https://www.coingecko.com/en/coins/bitcoin-zero
guncoin,gun,Guncoin,0,75014,4,-37,2020/12/31,1749,https://www.coingecko.com/en/coins/guncoin
civitas,civ,Civitas,0,74567,34,0,2020/12/31,1750,https://www.coingecko.com/en/coins/civitas
dowcoin,dow,Dowcoin,0,74207,0,,2020/12/23,1751,https://www.coingecko.com/en/coins/dowcoin
yfrb-finance,yfrb,yfrb.Finance,3,74201,363,1,2020/12/31,1752,https://www.coingecko.com/en/coins/yfrb-finance
bitsend,bsd,BitSend,0,74182,0,58,2020/12/31,1753,https://www.coingecko.com/en/coins/bitsend
bitzyon,ZYON,BitZyon,0,73931,236,104,2020/12/31,1754,https://www.coingecko.com/en/coins/bitzyon
giant,gic,Giant,0,72938,6434,0,2020/12/31,1755,https://www.coingecko.com/en/coins/giant
arion,arion,Arion,0,72924,22,-1,2020/12/31,1756,https://www.coingecko.com/en/coins/arion
litecoin-plus,lcp,Litecoin Plus,0,72787,63,-27,2020/12/31,1757,https://www.coingecko.com/en/coins/litecoin-plus
help-token,help,GoHelpFund,0,72615,12424,-13,2020/12/31,1758,https://www.coingecko.com/en/coins/help-token
biblepay,bbp,BiblePay,0,72351,654,-64,2020/12/31,1759,https://www.coingecko.com/en/coins/biblepay
paws-funds,paws,Paws Funds,0,72175,0,,2020/12/31,1760,https://www.coingecko.com/en/coins/paws-funds
en-tan-mo,etm,En-Tan-Mo,0,71903,323,0,2020/12/31,1761,https://www.coingecko.com/en/coins/en-tan-mo
skincoin,skin,SkinCoin,0,71494,8264,4,2020/12/31,1762,https://www.coingecko.com/en/coins/skincoin
master-swiscoin,mscn,Master Swiscoin,0,71395,259,,2020/12/25,1763,https://www.coingecko.com/en/coins/master-swiscoin
eternity,ent,Eternity,0,71287,4,,2020/12/28,1764,https://www.coingecko.com/en/coins/eternity
corionx,corx,CorionX,0,71246,55438,-6,2020/12/31,1765,https://www.coingecko.com/en/coins/corionx
electronero,etnx,Electronero,0,71122,34646,-1,2020/12/31,1766,https://www.coingecko.com/en/coins/electronero
litebar,ltb,LiteBar,0,70924,59,-3,2020/12/31,1767,https://www.coingecko.com/en/coins/litebar
toshify-finance,YFT,Toshify.finance,1,70704,319,0,2020/12/31,1768,https://www.coingecko.com/en/coins/toshify-finance
audax,audax,Audax,0,69891,4,1,2020/12/31,1769,https://www.coingecko.com/en/coins/audax
mainstream-for-the-underground,mftu,Mainstream For The Underground,0,69832,9,1,2020/12/31,1770,https://www.coingecko.com/en/coins/mainstream-for-the-underground
adzcoin,adz,Adzcoin,0,69817,2,,2020/12/29,1771,https://www.coingecko.com/en/coins/adzcoin
scorum,scr,Scorum,0,69756,4127,0,2020/12/31,1772,https://www.coingecko.com/en/coins/scorum
porkchop,chop,Porkchop,0,69492,446,,2020/12/30,1773,https://www.coingecko.com/en/coins/porkchop
bigbom-eco,bbo,Bigbom,0,69044,10770,-29,2020/12/31,1774,https://www.coingecko.com/en/coins/bigbom-eco
bitcoin-cz,bcz,Bitcoin CZ,0,68781,8820,10,2020/12/31,1775,https://www.coingecko.com/en/coins/bitcoin-cz
kiwi-token,kiwi,KIWI Token,0,68618,2633,0,2020/12/31,1776,https://www.coingecko.com/en/coins/kiwi-token
molten,mol,Molten,7,68516,210,,2020/12/31,1777,https://www.coingecko.com/en/coins/molten
